fen,eval
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/5NP1/PPQ1PPBP/RNB1K2R w KQkq - 0 7,0.6700
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/1P3NP1/P1Q1PPBP/RNB1K2R b KQkq - 0 7,0.4000
r1bqk2r/1p1nbppp/2p1pn2/p2p4/2PP4/1P3NP1/P1Q1PPBP/RNB1K2R w KQkq - 0 8,0.4300
r1bqk2r/1p1nbppp/2p1pn2/p2p4/2PP4/1P3NP1/P1Q1PPBP/RNB2RK1 b kq - 1 8,0.4000
r1bqk2r/1p1nbppp/2p1pn2/3p4/p1PP4/1P3NP1/P1Q1PPBP/RNB2RK1 w kq - 0 9,0.4300
r1bqk2r/1p1nbppp/2p1pn2/3p4/p1PP4/NP3NP1/P1Q1PPBP/R1B2RK1 b kq - 1 9,0.1800
2bqk2r/rp1nbppp/2p1pn2/3p4/p1PP4/NP3NP1/P1Q1PPBP/R1B2RK1 w k - 2 10,0.4300
2bqk2r/rp1nbppp/2p1pn2/2Pp4/p2P4/NP3NP1/P1Q1PPBP/R1B2RK1 b k - 0 10,0.4400
2bqk2r/r2nbppp/1pp1pn2/2Pp4/p2P4/NP3NP1/P1Q1PPBP/R1B2RK1 w k - 0 11,0.4800
2bqk2r/r2nbppp/1pp1pn2/2Pp4/pP1P4/N4NP1/P1Q1PPBP/R1B2RK1 b k - 0 11,0.4300
3qk2r/r2nbppp/bpp1pn2/2Pp4/pP1P4/N4NP1/P1Q1PPBP/R1B2RK1 w k - 1 12,0.5800
3qk2r/r2nbppp/bpp1pn2/2Pp4/pP1P4/N4NP1/P1Q1PPBP/R1B1R1K1 b k - 2 12,0.5000
3qk2r/r2nbppp/b1p1pn2/2pp4/pP1P4/N4NP1/P1Q1PPBP/R1B1R1K1 w k - 0 13,0.8000
3qk2r/r2nbppp/b1p1pn2/2Pp4/pP6/N4NP1/P1Q1PPBP/R1B1R1K1 b k - 0 13,0.8200
3q1rk1/r2nbppp/b1p1pn2/2Pp4/pP6/N4NP1/P1Q1PPBP/R1B1R1K1 w - - 1 14,1.0100
3q1rk1/r2nbppp/b1p1pn2/2Pp4/pP1N4/N5P1/P1Q1PPBP/R1B1R1K1 b - - 2 14,0.8000
2q2rk1/r2nbppp/b1p1pn2/2Pp4/pP1N4/N5P1/P1Q1PPBP/R1B1R1K1 w - - 3 15,1.2300
2q2rk1/r2nbppp/b1p1pn2/2Pp4/pP1N4/N5P1/PBQ1PPBP/R3R1K1 b - - 4 15,0.9400
5rk1/rq1nbppp/b1p1pn2/2Pp4/pP1N4/N5P1/PBQ1PPBP/R3R1K1 w - - 5 16,0.8700
5rk1/rq1nbppp/b1p1pn2/2Pp4/pP1N4/N5P1/PBQ1PPBP/RR4K1 b - - 6 16,-0.0600
5rk1/rq1nbppp/b1p2n2/2Ppp3/pP1N4/N5P1/PBQ1PPBP/RR4K1 w - - 0 17,0.6600
5rk1/rq1nbppp/b1p2n2/2PppN2/pP6/N5P1/PBQ1PPBP/RR4K1 b - - 1 17,0.8600
3b1rk1/rq1n1ppp/b1p2n2/2PppN2/pP6/N5P1/PBQ1PPBP/RR4K1 w - - 2 18,1.6200
3b1rk1/rq1n1ppp/b1p2n2/2PppN2/pP6/N5P1/P1Q1PPBP/RRB3K1 b - - 3 18,1.1200
q2b1rk1/r2n1ppp/b1p2n2/2PppN2/pP6/N5P1/P1Q1PPBP/RRB3K1 w - - 4 19,1.3100
q2b1rk1/r2n1ppp/b1p2n2/2PppN2/pP6/N3B1P1/P1Q1PPBP/RR4K1 b - - 5 19,0.8900
q2b1rk1/rb1n1ppp/2p2n2/2PppN2/pP6/N3B1P1/P1Q1PPBP/RR4K1 w - - 6 20,1.5000
q2b1rk1/rb1n1ppp/2p2n2/2PppN2/pP6/N3B1PB/P1Q1PP1P/RR4K1 b - - 7 20,1.3600
rnbqkbnr/pp1p1ppp/2p5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 1 3,-0.2100
rnb1kbnr/pp1pqppp/2p5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 2 4,-0.1400
rnb1kbnr/pp1pqppp/2p5/4p2Q/2B1P3/5N2/PPPP1PPP/RNB1K2R b KQkq - 3 4,-0.4400
rnb1kbnr/pp2qppp/2p5/3pp2Q/2B1P3/5N2/PPPP1PPP/RNB1K2R w KQkq - 0 5,-0.5500
rnb1kbnr/pp2qppp/2p5/3pp2Q/4P3/3B1N2/PPPP1PPP/RNB1K2R b KQkq - 1 5,-3.6000
rnb1kbnr/pp2qppp/2p5/4p2Q/4p3/3B1N2/PPPP1PPP/RNB1K2R w KQkq - 0 6,-3.4200
rnb1kbnr/pp2qppp/2p5/4p2Q/4p3/3B1N2/PPPP1PPP/RNB2RK1 b kq - 1 6,-4.3200
rnb1kb1r/pp2qppp/2p2n2/4p2Q/4p3/3B1N2/PPPP1PPP/RNB2RK1 w kq - 2 7,-4.5300
rnb1kb1r/pp2qppp/2p2n2/4Q3/4p3/3B1N2/PPPP1PPP/RNB2RK1 b kq - 0 7,-4.7700
rnb1kb1r/pp3ppp/2p2n2/4q3/4p3/3B1N2/PPPP1PPP/RNB2RK1 w kq - 0 8,-4.6000
rnb1kb1r/pp3ppp/2p2n2/4q3/4p3/3B1N2/PPPP1PPP/RNB1R1K1 b kq - 1 8,-6.5200
rnb1kb1r/pp3ppp/2p2n2/5q2/4p3/3B1N2/PPPP1PPP/RNB1R1K1 w kq - 2 9,-5.5800
rnb1kb1r/pp3ppp/2p2n2/5q2/4p3/2NB1N2/PPPP1PPP/R1B1R1K1 b kq - 3 9,-5.6900
rnb1k2r/pp2bppp/2p2n2/5q2/4p3/2NB1N2/PPPP1PPP/R1B1R1K1 w kq - 4 10,-5.2000
rnb1k2r/pp2bppp/2p2n2/5q2/4N3/3B1N2/PPPP1PPP/R1B1R1K1 b kq - 0 10,-5.3400
rnb1k2r/pp1qbppp/2p2n2/8/4N3/3B1N2/PPPP1PPP/R1B1R1K1 w kq - 1 11,-4.9000
rnb1k2r/pp1qbppp/2p2n2/8/1P2N3/3B1N2/P1PP1PPP/R1B1R1K1 b kq - 0 11,-5.3300
rnb1k2r/p2qbppp/1pp2n2/8/1P2N3/3B1N2/P1PP1PPP/R1B1R1K1 w kq - 0 12,-4.0400
rnb1k2r/p2qbppp/1pp2n2/6N1/1P2N3/3B4/P1PP1PPP/R1B1R1K1 b kq - 1 12,-5.0100
r1b1k2r/p2qbppp/npp2n2/6N1/1P2N3/3B4/P1PP1PPP/R1B1R1K1 w kq - 2 13,-3.4100
r1b1k2r/p2qbppp/npp2n2/6N1/1P2N3/B2B4/P1PP1PPP/R3R1K1 b kq - 3 13,-4.8900
r1b2rk1/p2qbppp/npp2n2/6N1/1P2N3/B2B4/P1PP1PPP/R3R1K1 w - - 4 14,-4.5000
r1b2rk1/p2qbppp/npp2n2/8/1P2N3/B2B1N2/P1PP1PPP/R3R1K1 b - - 5 14,-4.9700
r1b2rk1/p2qbppp/npp5/8/1P2n3/B2B1N2/P1PP1PPP/R3R1K1 w - - 0 15,-4.5400
r1b2rk1/p2qbppp/npp5/8/1P2R3/B2B1N2/P1PP1PPP/R5K1 b - - 0 15,-4.8600
r1b2rk1/p2q1ppp/npp2b2/8/1P2R3/B2B1N2/P1PP1PPP/R5K1 w - - 1 16,-4.7700
r1b2rk1/p2q1ppp/npp2b2/8/1P6/B2B1N2/P1PP1PPP/R3R1K1 b - - 2 16,-5.4700
r1b2r1k/p2q1ppp/npp2b2/8/1P6/B2B1N2/P1PP1PPP/R3R1K1 w - - 3 17,-5.4500
r1b2r1k/p2q1ppp/npp2b2/4N3/1P6/B2B4/P1PP1PPP/R3R1K1 b - - 4 17,-5.0100
r1b2r1k/p2q1ppp/npp5/4b3/1P6/B2B4/P1PP1PPP/R3R1K1 w - - 0 18,-4.5000
r1b2r1k/p2q1ppp/npp5/4R3/1P6/B2B4/P1PP1PPP/R5K1 b - - 0 18,-4.7000
r1b2r1k/p2q1ppp/np6/2p1R3/1P6/B2B4/P1PP1PPP/R5K1 w - - 0 19,-4.3500
r1b2r1k/p2q1ppp/np6/2p4R/1P6/B2B4/P1PP1PPP/R5K1 b - - 1 19,-5.4500
r1b2r1k/p2q1pp1/np5p/2p4R/1P6/B2B4/P1PP1PPP/R5K1 w - - 0 20,-4.3300
r1b2r1k/p2q1pp1/np5p/2p4R/1P6/3B4/PBPP1PPP/R5K1 b - - 1 20,-4.7300
r1b2r1k/p4pp1/np1q3p/2p4R/1P6/3B4/PBPP1PPP/R5K1 w - - 2 21,-4.0300
r1b2r1k/p4pp1/np1q3p/2p4R/1P6/P2B4/1BPP1PPP/R5K1 b - - 0 21,-4.5000
r4r1k/p4pp1/np1q3p/2p4R/1P4b1/P2B4/1BPP1PPP/R5K1 w - - 1 22,-4.9100
r4r1k/p4pp1/np1q3p/2p1R3/1P4b1/P2B4/1BPP1PPP/R5K1 b - - 2 22,-4.7600
3r1r1k/p4pp1/np1q3p/2p1R3/1P4b1/P2B4/1BPP1PPP/R5K1 w - - 3 23,-4.6500
3r1r1k/p4pp1/np1q3p/2p1R3/1P4b1/P2B4/1BPP1PPP/4R1K1 b - - 4 23,-4.7300
3r1r1k/p1n2pp1/1p1q3p/2p1R3/1P4b1/P2B4/1BPP1PPP/4R1K1 w - - 5 24,-4.5100
3r1r1k/p1n2pp1/1p1q3p/2p1R3/1P4b1/P2B3P/1BPP1PP1/4R1K1 b - - 0 24,-4.9000
3r1r1k/p1nb1pp1/1p1q3p/2p1R3/1P6/P2B3P/1BPP1PP1/4R1K1 w - - 1 25,-4.8000
3r1r1k/p1nb1pp1/1p1q3p/2P1R3/8/P2B3P/1BPP1PP1/4R1K1 b - - 0 25,-5.0100
3r1r1k/p1nb1pp1/1p3q1p/2P1R3/8/P2B3P/1BPP1PP1/4R1K1 w - - 1 26,-4.4300
3r1r1k/p1nb1pp1/1p3q1p/2P1R3/P7/3B3P/1BPP1PP1/4R1K1 b - - 0 26,-4.6500
3r1r1k/p1nb1pp1/5q1p/2p1R3/P7/3B3P/1BPP1PP1/4R1K1 w - - 0 27,-4.7800
3r1r1k/p1nb1pp1/5q1p/2p1R3/P7/3B2PP/1BPP1P2/4R1K1 b - - 0 27,-5.2800
3r1r1k/p2b1pp1/4nq1p/2p1R3/P7/3B2PP/1BPP1P2/4R1K1 w - - 1 28,-5.1500
3r1r1k/p2b1pp1/4nq1p/P1p1R3/8/3B2PP/1BPP1P2/4R1K1 b - - 0 28,-6.1200
3r1r1k/p2b1pp1/5q1p/P1p1R3/3n4/3B2PP/1BPP1P2/4R1K1 w - - 1 29,-5.4700
3r1r1k/p2b1pp1/5q1p/P1pR4/3n4/3B2PP/1BPP1P2/4R1K1 b - - 2 29,-7.1700
3r1r1k/p4pp1/4bq1p/P1pR4/3n4/3B2PP/1BPP1P2/4R1K1 w - - 3 30,-5.9800
3r1r1k/p4ppB/4bq1p/P1pR4/3n4/6PP/1BPP1P2/4R1K1 b - - 4 30,-7.4600
5r1k/p4ppB/4bq1p/P1pr4/3n4/6PP/1BPP1P2/4R1K1 w - - 0 31,-7.9400
5r1k/p4ppB/4bq1p/P1pr4/3B4/6PP/2PP1P2/4R1K1 b - - 0 31,-7.5400
5r2/p4ppk/4bq1p/P1pr4/3B4/6PP/2PP1P2/4R1K1 w - - 0 32,-6.7900
5r2/p4ppk/4bq1p/P1pr4/8/6PP/2PP1P2/B3R1K1 b - - 1 32,-8.6300
5r2/p4ppk/4bq1p/P1p2r2/8/6PP/2PP1P2/B3R1K1 w - - 2 33,-6.8900
5r2/p4ppk/4bB1p/P1p2r2/8/6PP/2PP1P2/4R1K1 b - - 0 33,-6.7900
5r2/p4ppk/4br1p/P1p5/8/6PP/2PP1P2/4R1K1 w - - 0 34,-7.0300
5r2/p4ppk/4br1p/P1p5/6P1/7P/2PP1P2/4R1K1 b - - 0 34,-7.1500
4r3/p4ppk/4br1p/P1p5/6P1/7P/2PP1P2/4R1K1 w - - 1 35,-6.5400
4r3/p4ppk/4br1p/P1p5/6P1/3P3P/2P2P2/4R1K1 b - - 0 35,-6.7000
4r3/p4ppk/4br1p/P7/2p3P1/3P3P/2P2P2/4R1K1 w - - 0 36,-6.7200
4r3/p4ppk/4br1p/P7/2p1R1P1/3P3P/2P2P2/6K1 b - - 1 36,-7.0100
4r3/p4p1k/4br1p/P5p1/2p1R1P1/3P3P/2P2P2/6K1 w - - 0 37,-6.8700
4r3/p4p1k/P3br1p/6p1/2p1R1P1/3P3P/2P2P2/6K1 b - - 0 37,-7.1900
4r3/p4p1k/P3b2p/6p1/2p1RrP1/3P3P/2P2P2/6K1 w - - 1 38,-7.2400
4r3/p4p1k/P3b2p/4R1p1/2p2rP1/3P3P/2P2P2/6K1 b - - 2 38,-7.2700
4r3/p4pk1/P3b2p/4R1p1/2p2rP1/3P3P/2P2P2/6K1 w - - 3 39,-7.2500
4r3/p4pk1/P3b2p/2R3p1/2p2rP1/3P3P/2P2P2/6K1 b - - 4 39,-7.1400
4rk2/p4p2/P3b2p/2R3p1/2p2rP1/3P3P/2P2P2/6K1 w - - 5 40,-7.3800
4rk2/p4p2/P3b2p/2R3p1/2p2rP1/3P3P/2P2PK1/8 b - - 6 40,-7.4100
rnbqkbnr/pp1p1ppp/2p1p3/8/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,0.4400
rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,0.4300
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0.4300
rnbqk1nr/pp2bppp/2p1p3/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,0.5300
rnbqk1nr/pp2bppp/2p1p3/3p4/2PP4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 0 5,0.4700
r1bqk1nr/pp1nbppp/2p1p3/3p4/2PP4/1P2PN2/P4PPP/RNBQKB1R w KQkq - 1 6,0.4900
r1bqk1nr/pp1nbppp/2p1p3/3p4/2PP4/1P1BPN2/P4PPP/RNBQK2R b KQkq - 2 6,0.5100
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/1P1BPN2/P4PPP/RNBQK2R w KQkq - 3 7,0.4600
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1QK2R b KQkq - 4 7,0.4100
r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1QK2R w KQ - 5 8,0.4100
r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/1PNBPN2/PB3PPP/R2QK2R b KQ - 6 8,0.4400
r1b2rk1/ppqnbppp/2p1pn2/3p4/2PP4/1PNBPN2/PB3PPP/R2QK2R w KQ - 7 9,0.5000
r1b2rk1/ppqnbppp/2p1pn2/3p4/2PP4/1PNBPN2/PBQ2PPP/R3K2R b KQ - 8 9,0.4900
r1b2rk1/ppqnbpp1/2p1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/R3K2R w KQ - 0 10,0.5900
r1b2rk1/ppqnbpp1/2p1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/2R1K2R b K - 1 10,0.6400
r1br2k1/ppqnbpp1/2p1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/2R1K2R w K - 2 11,0.8100
r1br2k1/ppqnbpp1/2p1pn1p/3P4/3P4/1PNBPN2/PBQ2PPP/2R1K2R b K - 0 11,0.4000
r1br2k1/ppqnbpp1/2p2n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R1K2R w K - 0 12,0.5000
r1br2k1/ppqnbpp1/2p2n1p/1N1p4/3P4/1P1BPN2/PBQ2PPP/2R1K2R b K - 1 12,0.0700
rqbr2k1/pp1nbpp1/2p2n1p/1N1p4/3P4/1P1BPN2/PBQ2PPP/2R1K2R w K - 2 13,0.4200
rqbr2k1/pp1nbpp1/2p2n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R1K2R b K - 3 13,0.4600
rqbr1nk1/pp2bpp1/2p2n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R1K2R w K - 4 14,0.4800
rqbr1nk1/pp2bpp1/2p2n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R2RK1 b - - 5 14,0.4200
rqbr1nk1/pp3pp1/2pb1n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R2RK1 w - - 6 15,0.4000
rqbr1nk1/pp3pp1/2pb1n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R2R1K b - - 7 15,0.3800
rqb1rnk1/pp3pp1/2pb1n1p/3p4/3P4/1PNBPN2/PBQ2PPP/2R2R1K w - - 8 16,0.3700
rqb1rnk1/pp3pp1/2pb1n1p/3p4/3P4/1P1BPN2/PBQ1NPPP/2R2R1K b - - 9 16,0.3800
rqb1r1k1/pp1n1pp1/2pb1n1p/3p4/3P4/1P1BPN2/PBQ1NPPP/2R2R1K w - - 10 17,0.3800
rqb1r1k1/pp1n1pp1/2pb1n1p/3p4/3P4/1P1BPN2/PBQ1NPPP/2R2RK1 b - - 11 17,0.0200
rqb1r1k1/1p1n1pp1/p1pb1n1p/3p4/3P4/1P1BPN2/PBQ1NPPP/2R2RK1 w - - 0 18,0.4000
rqb1r1k1/1p1n1pp1/p1pb1n1p/3p4/3P4/1P1BPN2/PBQ1NPPP/4RRK1 b - - 1 18,0.0800
rqb1r1k1/1p1n1pp1/p1pb3p/3p4/3Pn3/1P1BPN2/PBQ1NPPP/4RRK1 w - - 2 19,0.1500
rqb1r1k1/1p1n1pp1/p1pb3p/3p4/3Pn3/1P1BPN2/PB2NPPP/2Q1RRK1 b - - 3 19,-0.1800
rqb1r1k1/1pbn1pp1/p1p4p/3p4/3Pn3/1P1BPN2/PB2NPPP/2Q1RRK1 w - - 4 20,0.1600
rqb1r1k1/1pbn1pp1/p1p4p/3p4/3PnN2/1P1BPN2/PB3PPP/2Q1RRK1 b - - 5 20,-0.2600
rqb1r1k1/1p1n1pp1/p1pb3p/3p4/3PnN2/1P1BPN2/PB3PPP/2Q1RRK1 w - - 6 21,-0.0200
rqb1r1k1/1p1n1pp1/p1pb3p/3p4/3PnN2/1P2PN2/PBB2PPP/2Q1RRK1 b - - 7 21,-0.2200
r1b1r1k1/1pqn1pp1/p1pb3p/3p4/3PnN2/1P2PN2/PBB2PPP/2Q1RRK1 w - - 8 22,-0.0700
r1b1r1k1/1pqn1pp1/p1pb3p/3p4/3Pn3/1P1NPN2/PBB2PPP/2Q1RRK1 b - - 9 22,-0.3100
r1b1r1k1/1pqn1pp1/p1pb3p/3p2n1/3P4/1P1NPN2/PBB2PPP/2Q1RRK1 w - - 10 23,0.0900
r1b1r1k1/1pqn1pp1/p1pb3p/3p2N1/3P4/1P1NP3/PBB2PPP/2Q1RRK1 b - - 0 23,0.2800
r1b1r1k1/1pqn1pp1/p1p4p/3p2N1/3P4/1P1NP3/PBB2PPb/2Q1RRK1 w - - 0 24,0.9500
r1b1r1k1/1pqn1pp1/p1p4p/3p2N1/3P4/1P1NP3/PBB2PPb/2Q1RR1K b - - 1 24,1.0700
r1b1r1k1/1pq2pp1/p1p4p/3pn1N1/3P4/1P1NP3/PBB2PPb/2Q1RR1K w - - 2 25,4.8800
r1b1r1k1/1pq2pp1/p1p4p/3pP1N1/8/1P1NP3/PBB2PPb/2Q1RR1K b - - 0 25,4.7300
r1b1r1k1/1p2qpp1/p1p4p/3pP1N1/8/1P1NP3/PBB2PPb/2Q1RR1K w - - 1 26,6.7900
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0.1600
r1bqkb1r/pppnpppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 2 4,0.2700
r1bqkb1r/pppnpppp/5n2/3p4/P2P4/4PN2/1PP2PPP/RNBQKB1R b KQkq - 0 4,0.0400
r1bqkb1r/pp1npppp/5n2/2pp4/P2P4/4PN2/1PP2PPP/RNBQKB1R w KQkq - 0 5,0.2800
r1bqkb1r/pp1npppp/5n2/2pp4/P2P4/4PN2/1PP1BPPP/RNBQK2R b KQkq - 1 5,0.0300
r1bqkb1r/pp1n1ppp/4pn2/2pp4/P2P4/4PN2/1PP1BPPP/RNBQK2R w KQkq - 0 6,0.0800
r1bqkb1r/pp1n1ppp/4pn2/2pp4/P2P4/4PN2/1PP1BPPP/RNBQ1RK1 b kq - 1 6,0.2800
r1bqkb1r/p2n1ppp/1p2pn2/2pp4/P2P4/4PN2/1PP1BPPP/RNBQ1RK1 w kq - 0 7,0.2800
r1bqkb1r/p2n1ppp/1p2pn2/P1pp4/3P4/4PN2/1PP1BPPP/RNBQ1RK1 b kq - 0 7,0.4100
r2qkb1r/pb1n1ppp/1p2pn2/P1pp4/3P4/4PN2/1PP1BPPP/RNBQ1RK1 w kq - 1 8,0.3900
r2qkb1r/pb1n1ppp/1p2pn2/P1ppN3/3P4/4P3/1PP1BPPP/RNBQ1RK1 b kq - 2 8,0.2500
r2qkb1r/pb3ppp/1p2pn2/P1ppn3/3P4/4P3/1PP1BPPP/RNBQ1RK1 w kq - 0 9,0.4500
r2qkb1r/pb3ppp/1p2pn2/PBppn3/3P4/4P3/1PP2PPP/RNBQ1RK1 b kq - 1 9,-2.3700
r2qkb1r/p4ppp/1pb1pn2/PBppn3/3P4/4P3/1PP2PPP/RNBQ1RK1 w kq - 2 10,-2.2200
r2qkb1r/p4ppp/1pb1pn2/P1ppn3/B2P4/4P3/1PP2PPP/RNBQ1RK1 b kq - 3 10,-2.1300
r2qkb1r/p2n1ppp/1pb1p3/P1ppn3/B2P4/4P3/1PP2PPP/RNBQ1RK1 w kq - 4 11,-2.6900
r2qkb1r/p2n1ppp/1pb1p3/P1ppn3/B1PP4/4P3/1P3PPP/RNBQ1RK1 b kq - 0 11,-3.9300
r2qkb1r/p2n1ppp/1p2p3/P1ppn3/b1PP4/4P3/1P3PPP/RNBQ1RK1 w kq - 0 12,-4.6700
r2qkb1r/p2n1ppp/1p2p3/P1ppn3/R1PP4/4P3/1P3PPP/1NBQ1RK1 b kq - 0 12,-4.5900
r2qkb1r/p2n1ppp/1p2p3/P2pn3/R1Pp4/4P3/1P3PPP/1NBQ1RK1 w kq - 0 13,-3.5200
r2qkb1r/p2n1ppp/1P2p3/3pn3/R1Pp4/4P3/1P3PPP/1NBQ1RK1 b kq - 0 13,-3.5000
r2qkb1r/p4ppp/1n2p3/3pn3/R1Pp4/4P3/1P3PPP/1NBQ1RK1 w kq - 0 14,-3.9100
r2qkb1r/p4ppp/Rn2p3/3pn3/2Pp4/4P3/1P3PPP/1NBQ1RK1 b kq - 1 14,-3.7100
r2qk2r/p4ppp/Rn1bp3/3pn3/2Pp4/4P3/1P3PPP/1NBQ1RK1 w kq - 2 15,-2.6200
r2qk2r/p4ppp/Rn1bp3/3pn3/2PP4/8/1P3PPP/1NBQ1RK1 b kq - 0 15,-3.2000
r2qk2r/p4ppp/Rn1bp3/3p4/2nP4/8/1P3PPP/1NBQ1RK1 w kq - 0 16,-2.9900
r2qk2r/p4ppp/Rn1bp3/3p4/2nP4/8/1P1N1PPP/2BQ1RK1 b kq - 1 16,-3.7900
r2qk2r/p4ppp/Rn1bp3/3p4/3P4/8/1P1n1PPP/2BQ1RK1 w kq - 0 17,-3.7500
r2qk2r/p4ppp/Rn1bp3/3p4/3P2Q1/8/1P1n1PPP/2B2RK1 b kq - 1 17,-5.2800
r2qk2r/p4ppp/Rn2p3/3p4/3P2Q1/8/1P1n1PPb/2B2RK1 w kq - 0 18,-4.3000
r2qk2r/p4ppp/Rn2p3/3p4/3P2Q1/8/1P1n1PPK/2B2R2 b kq - 0 18,-5.4000
r2qk2r/p4ppp/Rn2p3/3p4/3Pn1Q1/8/1P3PPK/2B2R2 w kq - 1 19,-4.1900
r2qk2r/p4ppp/Rn2p3/3p4/3Pn1Q1/5P2/1P4PK/2B2R2 b kq - 0 19,-3.8400
r2qk2r/p4ppp/Rn2pn2/3p4/3P2Q1/5P2/1P4PK/2B2R2 w kq - 1 20,-3.8000
r2qk2r/p4pQp/Rn2pn2/3p4/3P4/5P2/1P4PK/2B2R2 b kq - 0 20,-3.8800
r2q3r/p2k1pQp/Rn2pn2/3p4/3P4/5P2/1P4PK/2B2R2 w - - 1 21,-2.4600
r2q3r/p2k1pQp/Rn2pn2/3p4/3P4/1P3P2/6PK/2B2R2 b - - 0 21,-2.8500
r2q3r/p4pQp/Rnk1pn2/3p4/3P4/1P3P2/6PK/2B2R2 w - - 1 22,-2.2100
r2q3r/p4pQp/1nk1pn2/3p4/3P4/1P3P2/R5PK/2B2R2 b - - 2 22,-2.6900
r2q2r1/p4pQp/1nk1pn2/3p4/3P4/1P3P2/R5PK/2B2R2 w - - 3 23,-1.9000
r2q2r1/p4p1p/1nk1pn1Q/3p4/3P4/1P3P2/R5PK/2B2R2 b - - 4 23,-3.6400
r5r1/p4p1p/1nkqpn1Q/3p4/3P4/1P3P2/R5PK/2B2R2 w - - 5 24,-2.1100
r5r1/p4p1p/1nkqpn1Q/3p4/3P4/1P3P2/R5P1/2B2R1K b - - 6 24,-2.7600
r7/p4p1p/1nkqpnrQ/3p4/3P4/1P3P2/R5P1/2B2R1K w - - 7 25,-2.7300
r7/p4p1p/1nkqpnr1/3p4/3P3Q/1P3P2/R5P1/2B2R1K b - - 8 25,-2.6000
r7/p4p1p/1nk1pnr1/3p4/1q1P3Q/1P3P2/R5P1/2B2R1K w - - 9 26,-2.2000
r7/p4p1p/1nk1pnr1/3p4/1q1P3Q/BP3P2/R5P1/5R1K b - - 10 26,-2.6100
r7/p4p1p/1nk1pnr1/1q1p4/3P3Q/BP3P2/R5P1/5R1K w - - 11 27,-2.3400
r7/p4p1p/1nk1pnr1/1q1p4/3P3Q/BP3P2/R5P1/R6K b - - 12 27,-2.6400
r7/p2n1p1p/1nk1p1r1/1q1p4/3P3Q/BP3P2/R5P1/R6K w - - 13 28,-2.2500
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.5000
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.9700
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,0.5500
rnbqkbnr/pp3ppp/4p3/3p4/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,0.6100
rnbqkbnr/pp3ppp/4p3/1B1p4/3pP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 5,0.4100
rn1qkbnr/pp1b1ppp/4p3/1B1p4/3pP3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 6,0.3200
rn1qkbnr/pp1b1ppp/4p3/1B1p4/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 6,0.1200
rn1qkbnr/pp1b1ppp/8/1B1pp3/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,0.0900
rn1qkbnr/pp1B1ppp/8/3pp3/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 7,0.1000
r2qkbnr/pp1n1ppp/8/3pp3/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 8,0.1000
r2qkbnr/pp1n1ppp/8/3pp3/4P3/1NN5/PPP2PPP/R1BQK2R b KQkq - 1 8,0.1700
r2qkb1r/pp1n1ppp/5n2/3pp3/4P3/1NN5/PPP2PPP/R1BQK2R w KQkq - 2 9,1.1300
