fen,eval
r2qkb1r/pp1n1ppp/5n2/3Pp3/8/1NN5/PPP2PPP/R1BQK2R b KQkq - 0 9,0.6300
r3kb1r/ppqn1ppp/5n2/3Pp3/8/1NN5/PPP2PPP/R1BQK2R w KQkq - 1 10,1.1700
r3kb1r/ppqn1ppp/5n2/3Pp3/8/PNN5/1PP2PPP/R1BQK2R b KQkq - 0 10,1.1000
r3k2r/ppqn1ppp/3b1n2/3Pp3/8/PNN5/1PP2PPP/R1BQK2R w KQkq - 1 11,1.4300
r3k2r/ppqn1ppp/3b1n2/3Pp1B1/8/PNN5/1PP2PPP/R2QK2R b KQkq - 2 11,0.7700
r3k2r/ppqn1pp1/3b1n1p/3Pp1B1/8/PNN5/1PP2PPP/R2QK2R w KQkq - 0 12,1.3100
r3k2r/ppqn1pp1/3b1n1p/3Pp3/7B/PNN5/1PP2PPP/R2QK2R b KQkq - 1 12,0.6100
r3k2r/1pqn1pp1/p2b1n1p/3Pp3/7B/PNN5/1PP2PPP/R2QK2R w KQkq - 0 13,0.8100
r3k2r/1pqn1pp1/p2b1n1p/3Pp3/7B/PNN2Q2/1PP2PPP/R3K2R b KQkq - 1 13,0.6300
r3k2r/2qn1pp1/p2b1n1p/1p1Pp3/7B/PNN2Q2/1PP2PPP/R3K2R w KQkq - 0 14,0.9200
r3k2r/2qn1pp1/p2b1n1p/1p1Pp3/7B/PNN2Q2/1PP2PPP/R4RK1 b kq - 1 14,0.8600
r4rk1/2qn1pp1/p2b1n1p/1p1Pp3/7B/PNN2Q2/1PP2PPP/R4RK1 w - - 2 15,0.7300
r4rk1/2qn1pp1/p2b1n1p/1p1Pp3/7B/PNN2Q1P/1PP2PP1/R4RK1 b - - 0 15,0.6700
r4rk1/2qn1pp1/p2b1n1p/1p1P4/4p2B/PNN2Q1P/1PP2PP1/R4RK1 w - - 0 16,0.7600
r4rk1/2qn1pp1/p2b1n1p/1p1P4/4p2B/PNN4P/1PP1QPP1/R4RK1 b - - 1 16,0.1900
r3r1k1/2qn1pp1/p2b1n1p/1p1P4/4p2B/PNN4P/1PP1QPP1/R4RK1 w - - 2 17,0.3200
r3r1k1/2qn1pp1/p2b1n1p/1p1P4/3Np2B/P1N4P/1PP1QPP1/R4RK1 b - - 3 17,0.2500
r3r1k1/2qn1pp1/p4n1p/1p1P4/3Np2B/P1N4P/1PP1QPPb/R4RK1 w - - 4 18,0.4200
r3r1k1/2qn1pp1/p4n1p/1p1P4/3Np2B/P1N4P/1PP1QPPb/R4R1K b - - 5 18,0.4600
r3r1k1/2qn1pp1/p2b1n1p/1p1P4/3Np2B/P1N4P/1PP1QPP1/R4R1K w - - 6 19,0.8100
r3r1k1/2qn1pp1/p2b1n1p/1p1P4/3Np2B/P1N4P/1PP1QPP1/3R1R1K b - - 7 19,0.9300
r3r1k1/2qn1pp1/p4n1p/1p1P4/3Npb1B/P1N4P/1PP1QPP1/3R1R1K w - - 8 20,0.9600
r3r1k1/2qn1pp1/p4n1p/1p1P1N2/4pb1B/P1N4P/1PP1QPP1/3R1R1K b - - 9 20,1.0100
r3rk2/2qn1pp1/p4n1p/1p1P1N2/4pb1B/P1N4P/1PP1QPP1/3R1R1K w - - 10 21,1.2300
r3rk2/2qn1pp1/p4n1p/1p1P1N2/4pb1B/P1N4P/1PP1QPP1/3RR2K b - - 11 21,0.9600
r3rk2/3n1pp1/p4n1p/1p1PqN2/4pb1B/P1N4P/1PP1QPP1/3RR2K w - - 12 22,1.2200
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,0.3300
rnbqkbnr/ppp2ppp/4p3/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.7100
rnbqkbnr/ppp2ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,0.5600
r1bqkbnr/pppn1ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,0.5300
r1bqkbnr/pppn1ppp/4p3/8/3PN3/2P5/PP3PPP/R1BQKBNR b KQkq - 0 5,0.4800
r1bqk1nr/pppnbppp/4p3/8/3PN3/2P5/PP3PPP/R1BQKBNR w KQkq - 1 6,0.5800
r1bqk1nr/pppnbppp/4p3/8/3PN3/2P2N2/PP3PPP/R1BQKB1R b KQkq - 2 6,0.4300
r1bqk2r/pppnbppp/4pn2/8/3PN3/2P2N2/PP3PPP/R1BQKB1R w KQkq - 3 7,0.4500
r1bqk2r/pppnbppp/4pN2/8/3P4/2P2N2/PP3PPP/R1BQKB1R b KQkq - 0 7,0.4700
r1bqk2r/pppn1ppp/4pb2/8/3P4/2P2N2/PP3PPP/R1BQKB1R w KQkq - 0 8,0.6900
r1bqk2r/pppn1ppp/4pb2/8/3P1B2/2P2N2/PP3PPP/R2QKB1R b KQkq - 1 8,0.5800
r1bqk2r/p1pn1ppp/1p2pb2/8/3P1B2/2P2N2/PP3PPP/R2QKB1R w KQkq - 0 9,0.9900
r1bqk2r/p1pn1ppp/1p2pb2/1B6/3P1B2/2P2N2/PP3PPP/R2QK2R b KQkq - 1 9,0.6700
r1bqk2r/2pn1ppp/pp2pb2/1B6/3P1B2/2P2N2/PP3PPP/R2QK2R w KQkq - 0 10,1.1700
r1bqk2r/2pn1ppp/ppB1pb2/8/3P1B2/2P2N2/PP3PPP/R2QK2R b KQkq - 1 10,1.2900
2bqk2r/r1pn1ppp/ppB1pb2/8/3P1B2/2P2N2/PP3PPP/R2QK2R w KQk - 2 11,1.3500
2bqk2r/r1pn1ppp/ppB1pb2/8/3P1B1P/2P2N2/PP3PP1/R2QK2R b KQk - 0 11,1.2200
3qk2r/rbpn1ppp/ppB1pb2/8/3P1B1P/2P2N2/PP3PP1/R2QK2R w KQk - 1 12,1.0900
3qk2r/rbpn1ppp/ppB1pb2/8/Q2P1B1P/2P2N2/PP3PP1/R3K2R b KQk - 2 12,1.1100
b2qk2r/r1pn1ppp/ppB1pb2/8/Q2P1B1P/2P2N2/PP3PP1/R3K2R w KQk - 3 13,1.3600
b2qk2r/r1pn1ppp/ppB1pb2/4N3/Q2P1B1P/2P5/PP3PP1/R3K2R b KQk - 4 13,0.6800
3qk2r/r1pn1ppp/ppb1pb2/4N3/Q2P1B1P/2P5/PP3PP1/R3K2R w KQk - 0 14,2.7700
3qk2r/r1pn1ppp/ppN1pb2/8/Q2P1B1P/2P5/PP3PP1/R3K2R b KQk - 0 14,3.0800
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,0.3200
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,0.4100
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PPQ1PPPP/RNB1KB1R b KQkq - 1 4,0.0000
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/5N2/PPQ1PPPP/RNB1KB1R w KQkq - 0 5,0.1500
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP1B2/5N2/PPQ1PPPP/RN2KB1R b KQkq - 1 5,0.0100
rnbqkb1r/pp2pp1p/2p3p1/3p3n/2PP1B2/5N2/PPQ1PPPP/RN2KB1R w KQkq - 2 6,0.6800
rnbqkb1r/pp2pp1p/2p3p1/3p2Bn/2PP4/5N2/PPQ1PPPP/RN2KB1R b KQkq - 3 6,0.2700
rn1qkb1r/pp2pp1p/2p3p1/3p1bBn/2PP4/5N2/PPQ1PPPP/RN2KB1R w KQkq - 4 7,0.5400
rn1qkb1r/pp2pp1p/2p3p1/3p1bBn/2PP4/2Q2N2/PP2PPPP/RN2KB1R b KQkq - 5 7,-0.4600
rn1qk2r/pp2ppbp/2p3p1/3p1bBn/2PP4/2Q2N2/PP2PPPP/RN2KB1R w KQkq - 6 8,-0.4200
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,0.3600
r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.6300
r1bqkb1r/ppppnppp/2n5/1B2p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,0.4900
r1bqkb1r/ppppnppp/8/1B2p3/3nP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,0.6000
r1bqkb1r/ppppnppp/8/1B2p3/3NP3/8/PPP2PPP/RNBQK2R b KQkq - 0 5,0.5400
r1bqkb1r/1pppnppp/p7/1B2p3/3NP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,0.5600
r1bqkb1r/1pppnppp/p7/4p3/2BNP3/8/PPP2PPP/RNBQK2R b KQkq - 1 6,0.5500
r1bqkb1r/1pppnppp/p7/8/2BpP3/8/PPP2PPP/RNBQK2R w KQkq - 0 7,0.5700
r1bqkb1r/1pppnppp/p7/8/2BQP3/8/PPP2PPP/RNB1K2R b KQkq - 0 7,0.5100
r1bqkb1r/1pp1nppp/p2p4/8/2BQP3/8/PPP2PPP/RNB1K2R w KQkq - 0 8,0.7000
r1bqkb1r/1pp1nppp/p2p4/8/2BQP3/8/PPP2PPP/RNB2RK1 b kq - 1 8,0.5800
r1bqkb1r/1pp1npp1/p2p4/7p/2BQP3/8/PPP2PPP/RNB2RK1 w kq - 0 9,0.9900
r1bqkb1r/1pp1npp1/p2p4/7p/2B1P3/2Q5/PPP2PPP/RNB2RK1 b kq - 1 9,0.9600
r1bqkb1r/1p2npp1/p1pp4/7p/2B1P3/2Q5/PPP2PPP/RNB2RK1 w kq - 0 10,1.3200
r1bqkb1r/1p2npp1/p1pp4/6Bp/2B1P3/2Q5/PPP2PPP/RN3RK1 b kq - 1 10,1.0800
r1bqkb1r/1p2npp1/p1pp4/6B1/2B1P2p/2Q5/PPP2PPP/RN3RK1 w kq - 0 11,1.3900
r1bqkb1r/1p2npp1/p1pp4/6B1/2B1P2p/2Q5/PPP2PPP/RN1R2K1 b kq - 1 11,1.3400
r1bqkb2/1p2npp1/p1pp4/6Br/2B1P2p/2Q5/PPP2PPP/RN1R2K1 w q - 2 12,1.3800
r1bqkb2/1p2npp1/p1pp4/7r/2B1P2p/2Q1B3/PPP2PPP/RN1R2K1 b q - 3 12,1.3300
r2qkb2/1p2npp1/p1pp4/7r/2B1P1bp/2Q1B3/PPP2PPP/RN1R2K1 w q - 4 13,1.4400
r2qkb2/1p2npp1/p1pp4/7r/2B1P1bp/2Q1BP2/PPP3PP/RN1R2K1 b q - 0 13,1.4700
r1bqkb2/1p2npp1/p1pp4/7r/2B1P2p/2Q1BP2/PPP3PP/RN1R2K1 w q - 1 14,1.7200
r1bqkb2/1p2npp1/p1pp4/7r/2B1P2p/1Q2BP2/PPP3PP/RN1R2K1 b q - 2 14,1.6200
r2qkb2/1p2npp1/p1ppb3/7r/2B1P2p/1Q2BP2/PPP3PP/RN1R2K1 w q - 3 15,2.7300
r2qkb2/1p2npp1/p1ppb3/7r/2B1P2p/1QN1BP2/PPP3PP/R2R2K1 b q - 4 15,1.2300
r2qkb2/1p2npp1/p1pp4/7r/2b1P2p/1QN1BP2/PPP3PP/R2R2K1 w q - 0 16,1.2400
r2qkb2/1Q2npp1/p1pp4/7r/2b1P2p/2N1BP2/PPP3PP/R2R2K1 b q - 0 16,-2.9300
r2qkb2/1Q2npp1/p1ppb3/7r/4P2p/2N1BP2/PPP3PP/R2R2K1 w q - 1 17,-2.2800
r2qkb2/1Q2npp1/p1pRb3/7r/4P2p/2N1BP2/PPP3PP/R5K1 b q - 0 17,-2.2300
r3kb2/1Q2npp1/p1pqb3/7r/4P2p/2N1BP2/PPP3PP/R5K1 w q - 0 18,-1.7100
r3kb2/1Q2npp1/p1pqb3/7r/4PB1p/2N2P2/PPP3PP/R5K1 b q - 1 18,-5.2700
r3kb2/1Q2npp1/p1p1b3/2q4r/4PB1p/2N2P2/PPP3PP/R5K1 w q - 2 19,-5.8900
r3kb2/1Q2npp1/p1p1b3/2q4r/4P2p/2N1BP2/PPP3PP/R5K1 b q - 3 19,-7.3600
r3kb2/1Q2npp1/p1pqb3/7r/4P2p/2N1BP2/PPP3PP/R5K1 w q - 4 20,-2.1700
r3kb2/1Q2npp1/p1pqb3/7r/4P1Pp/2N1BP2/PPP4P/R5K1 b q g3 0 20,-3.8800
1r2kb2/1Q2npp1/p1pqb3/7r/4P1Pp/2N1BP2/PPP4P/R5K1 w - - 1 21,-4.5800
1Q2kb2/4npp1/p1pqb3/7r/4P1Pp/2N1BP2/PPP4P/R5K1 b - - 0 21,-5.5600
1q2kb2/4npp1/p1p1b3/7r/4P1Pp/2N1BP2/PPP4P/R5K1 w - - 0 22,-5.1700
1q2kb2/4npp1/p1p1b3/7r/4P1Pp/2N1BP2/PPP3KP/R7 b - - 1 22,-7.2000
1q2kb1r/4npp1/p1p1b3/8/4P1Pp/2N1BP2/PPP3KP/R7 w - - 2 23,-6.9600
1q2kb1r/4npp1/p1p1b3/8/4P1Pp/2N1BP2/PPP3KP/3R4 b - - 3 23,-7.3600
1q2kbr1/4npp1/p1p1b3/8/4P1Pp/2N1BP2/PPP3KP/3R4 w - - 4 24,-6.6200
1q2kbr1/4npp1/p1p1b3/8/4P1Pp/2N2P2/PPP2BKP/3R4 b - - 5 24,-6.7700
1q2kb1r/4npp1/p1p1b3/8/4P1Pp/2N2P2/PPP2BKP/3R4 w - - 6 25,-6.5100
1q2kb1r/4npp1/p1p1b3/2B5/4P1Pp/2N2P2/PPP3KP/3R4 b - - 7 25,-7.2000
1q2kbr1/4npp1/p1p1b3/2B5/4P1Pp/2N2P2/PPP3KP/3R4 w - - 8 26,-6.8800
1q2kbr1/4npp1/p1p1b3/2B5/N3P1Pp/5P2/PPP3KP/3R4 b - - 9 26,-6.3600
1q2kbr1/4npp1/2p1b3/p1B5/N3P1Pp/5P2/PPP3KP/3R4 w - - 0 27,-6.3200
1q2kbr1/4npp1/2p1b3/p1B5/N3P1Pp/5P2/PPP4P/3R3K b - - 1 27,-6.4500
2q1kbr1/4npp1/2p1b3/p1B5/N3P1Pp/5P2/PPP4P/3R3K w - - 2 28,-5.6100
2q1kbr1/4npp1/2p1b3/p1B5/N3PPPp/8/PPP4P/3R3K b - - 0 28,-6.4100
2q1kbr1/4n1p1/2p1bp2/p1B5/N3PPPp/8/PPP4P/3R3K w - - 0 29,-5.8300
2q1kbr1/4n1p1/1Np1bp2/p1B5/4PPPp/8/PPP4P/3R3K b - - 1 29,-6.4900
2q1kbr1/4n1p1/1Np2p2/p1B5/4PPbp/8/PPP4P/3R3K w - - 0 30,-7.0800
2q1kbr1/4n1p1/1Np2p2/p1B1P3/5Pbp/8/PPP4P/3R3K b - - 0 30,-10.0000
2q1kbr1/4n1p1/1Np2p2/p1B1P3/5P1p/8/PPP4P/3b3K w - - 0 31,-8.3800
2N1kbr1/4n1p1/2p2p2/p1B1P3/5P1p/8/PPP4P/3b3K b - - 0 31,-8.5700
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,0.2600
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.3300
rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,0.3000
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.1900
rnbqkb1r/ppp2ppp/5n2/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5,0.1600
rnbqk2r/ppp1bppp/5n2/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,0.4000
rnbqk2r/ppp1bppp/5n2/3p4/3P1B2/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6,0.3900
rnbqk2r/ppp2ppp/3b1n2/3p4/3P1B2/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 7,0.5200
rnbqk2r/ppp2ppp/3b1n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR b KQkq - 2 7,0.5400
rn1qk2r/ppp2ppp/3bbn2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq - 3 8,0.6000
rn1qk2r/ppp2ppp/3bbn2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 4 8,0.2500
r2qk2r/pppn1ppp/3bbn2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 5 9,0.3500
r2qk2r/pppn1ppp/3bbn2/3p2B1/3P4/2N1PN2/PPQ2PPP/R3KB1R b KQkq - 6 9,0.3500
r2q1rk1/pppn1ppp/3bbn2/3p2B1/3P4/2N1PN2/PPQ2PPP/R3KB1R w KQ - 7 10,0.1800
r2q1rk1/pppn1ppp/3bbn2/3p4/3P3B/2N1PN2/PPQ2PPP/R3KB1R b KQ - 8 10,0.1400
2rq1rk1/pppn1ppp/3bbn2/3p4/3P3B/2N1PN2/PPQ2PPP/R3KB1R w KQ - 9 11,0.2500
2rq1rk1/pppn1ppp/3bbn2/3p4/3P3B/2N1PN2/PPQ1BPPP/R3K2R b KQ - 10 11,0.0800
2rqr1k1/pppn1ppp/3bbn2/3p4/3P3B/2N1PN2/PPQ1BPPP/R3K2R w KQ - 11 12,0.2400
2rqr1k1/pppn1ppp/3bbn2/3p4/3P3B/2N1PN2/PPQ1BPPP/R4RK1 b - - 12 12,0.2100
2rqr1k1/1ppn1ppp/p2bbn2/3p4/3P3B/2N1PN2/PPQ1BPPP/R4RK1 w - - 0 13,0.2800
2rqr1k1/1ppn1ppp/p2bbn2/3p4/3P3B/1QN1PN2/PP2BPPP/R4RK1 b - - 1 13,-0.2500
1r1qr1k1/1ppn1ppp/p2bbn2/3p4/3P3B/1QN1PN2/PP2BPPP/R4RK1 w - - 2 14,0.3200
1r1qr1k1/1ppn1ppp/p2bbn2/3p4/3P3B/1QNBPN2/PP3PPP/R4RK1 b - - 3 14,0.0200
1r1qr1k1/1ppn1pp1/p2bbn1p/3p4/3P3B/1QNBPN2/PP3PPP/R4RK1 w - - 0 15,0.0900
1r1qr1k1/1ppn1pp1/p2bbn1p/3p4/3P3B/1Q1BPN2/PP2NPPP/R4RK1 b - - 1 15,-0.0100
1r1qr1k1/1p1n1pp1/p1pbbn1p/3p4/3P3B/1Q1BPN2/PP2NPPP/R4RK1 w - - 0 16,0.0900
1r1qr1k1/1p1n1pp1/p1pbbn1p/3p4/3P3B/1Q1BPN1P/PP2NPP1/R4RK1 b - - 0 16,-0.1200
1rq1r1k1/1p1n1pp1/p1pbbn1p/3p4/3P3B/1Q1BPN1P/PP2NPP1/R4RK1 w - - 1 17,0.1500
1rq1r1k1/1p1n1pp1/p1pbbn1p/3p4/3P4/1Q1BPNBP/PP2NPP1/R4RK1 b - - 2 17,0.0400
1rq1r1k1/1p1n1pp1/p1p1bn1p/3p4/3P4/1Q1BPNbP/PP2NPP1/R4RK1 w - - 0 18,0.0300
1rq1r1k1/1p1n1pp1/p1p1bn1p/3p4/3P4/1Q1BPNPP/PP2N1P1/R4RK1 b - - 0 18,-0.3200
1rq1r1k1/1p1n1pp1/p3bn1p/2pp4/3P4/1Q1BPNPP/PP2N1P1/R4RK1 w - - 0 19,-0.2900
1rq1r1k1/1p1n1pp1/p3bn1p/2pp4/3P4/1Q2PNPP/PP2N1P1/RB3RK1 b - - 1 19,-0.4400
1r2r1k1/1pqn1pp1/p3bn1p/2pp4/3P4/1Q2PNPP/PP2N1P1/RB3RK1 w - - 2 20,-0.4700
1r2r1k1/1pqn1pp1/p3bn1p/2pp4/3P4/Q3PNPP/PP2N1P1/RB3RK1 b - - 3 20,-0.6400
1r2r1k1/1pqn1pp1/p3bn1p/3p4/2pP4/Q3PNPP/PP2N1P1/RB3RK1 w - - 0 21,-0.5600
1r2r1k1/1pqn1pp1/p3bn1p/3p4/1QpP4/4PNPP/PP2N1P1/RB3RK1 b - - 1 21,-0.5200
1r2r1k1/2qn1pp1/p3bn1p/1p1p4/1QpP4/4PNPP/PP2N1P1/RB3RK1 w - - 0 22,-0.6900
1r2r1k1/2qn1pp1/p3bn1p/1p1p4/2pP4/4PNPP/PP2N1P1/RB2QRK1 b - - 1 22,-0.7800
1r2r1k1/2qn1pp1/p3bn1p/3p4/1ppP4/4PNPP/PP2N1P1/RB2QRK1 w - - 0 23,-0.6300
1r2r1k1/2qn1pp1/p3bn1p/3p4/1ppP4/4PNPP/PPB1N1P1/R3QRK1 b - - 1 23,-0.8300
1r4k1/2qnrpp1/p3bn1p/3p4/1ppP4/4PNPP/PPB1N1P1/R3QRK1 w - - 2 24,-0.2900
1r4k1/2qnrpp1/p3bn1p/3p4/1ppP2P1/4PN1P/PPB1N1P1/R3QRK1 b - - 0 24,-0.3300
1r4k1/2qnrpp1/4bn1p/p2p4/1ppP2P1/4PN1P/PPB1N1P1/R3QRK1 w - - 0 25,0.2900
1r4k1/2qnrpp1/4bn1p/p2p4/1ppP2PQ/4PN1P/PPB1N1P1/R4RK1 b - - 1 25,1.0500
4r1k1/2qnrpp1/4bn1p/p2p4/1ppP2PQ/4PN1P/PPB1N1P1/R4RK1 w - - 2 26,1.5000
4r1k1/2qnrpp1/4bn1p/p2p4/1ppP1NPQ/4PN1P/PPB3P1/R4RK1 b - - 3 26,0.1200
4rnk1/2q1rpp1/4bn1p/p2p4/1ppP1NPQ/4PN1P/PPB3P1/R4RK1 w - - 4 27,0.6700
4rnk1/2q1rpp1/4bn1p/p2pN3/1ppP1NPQ/4P2P/PPB3P1/R4RK1 b - - 5 27,-0.3400
4rnk1/2q1rp2/4bn1p/p2pN1p1/1ppP1NPQ/4P2P/PPB3P1/R4RK1 w - - 0 28,3.5200
4rnk1/2q1rp2/4Nn1p/p2pN1p1/1ppP2PQ/4P2P/PPB3P1/R4RK1 b - - 0 28,0.3700
4rnk1/4rp2/4Nn1p/p2pq1p1/1ppP2PQ/4P2P/PPB3P1/R4RK1 w - - 0 29,0.3900
4rnk1/4rp2/4Nn1p/p2pq1p1/1ppP2P1/4P2P/PPB2QP1/R4RK1 b - - 1 29,-2.1800
4rnk1/4rp2/4N2p/p2pq1p1/1ppPn1P1/4P2P/PPB2QP1/R4RK1 w - - 2 30,0.2300
4rnk1/4rp2/4N2p/p2pP1p1/1pp1n1P1/4P2P/PPB2QP1/R4RK1 b - - 0 30,0.7600
4rnk1/4rp2/4N2p/p2pP1p1/1pp3P1/4P2P/PPB2nP1/R4RK1 w - - 0 31,0.7600
4rnk1/4rp2/7p/p1NpP1p1/1pp3P1/4P2P/PPB2nP1/R4RK1 b - - 1 31,-0.5500
4rnk1/4rp2/7p/p1NpP1p1/1pp3P1/4P2n/PPB3P1/R4RK1 w - - 0 32,1.5000
4rnk1/4rp2/7p/p1NpP1p1/1pp3P1/4P2n/PPB3PK/R4R2 b - - 1 32,-0.4100
2r2nk1/4rp2/7p/p1NpP1p1/1pp3P1/4P2n/PPB3PK/R4R2 w - - 2 33,-0.1000
2r2nk1/4rp2/4P2p/p1Np2p1/1pp3P1/4P2n/PPB3PK/R4R2 b - - 0 33,-2.5500
2r2nk1/4rp2/4P2p/p1Np2p1/1pp3P1/4P3/PPB2nPK/R4R2 w - - 1 34,-2.6000
2r2nk1/3Nrp2/4P2p/p2p2p1/1pp3P1/4P3/PPB2nPK/R4R2 b - - 2 34,-3.1900
2r2nk1/3N1p2/4r2p/p2p2p1/1pp3P1/4P3/PPB2nPK/R4R2 w - - 0 35,-1.1300
2r2Nk1/5p2/4r2p/p2p2p1/1pp3P1/4P3/PPB2nPK/R4R2 b - - 0 35,-1.2600
rnbqk1nr/ppppbppp/4p3/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,0.5000
rnbqk1nr/ppp1bppp/3pp3/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,0.7100
rnbqk1nr/ppp1bppp/3pp3/8/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 4,0.3200
r1bqk1nr/pppnbppp/3pp3/8/4P3/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq - 1 5,0.9300
r1bqk1nr/pppnbppp/3pp3/8/3PP3/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 5,0.6100
r1bqk2r/pppnbppp/3ppn2/8/3PP3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 6,1.0600
r1bqk2r/pppnbppp/3ppn2/4P3/3P4/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 6,1.1000
r1bqk2r/pppnbppp/3pp3/4P3/3P2n1/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 7,2.0900
r1bqk2r/pppnbppp/3pp3/4P3/3P2n1/P1N5/1PP2PPP/R1BQKBNR b KQkq - 2 7,1.6200
r1bqk2r/pppnbppp/3pp2n/4P3/3P4/P1N5/1PP2PPP/R1BQKBNR w KQkq - 3 8,1.6600
r1bqk2r/pppnbppp/3pp2n/4P3/3P4/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 4 8,0.7900
r1bq1rk1/pppnbppp/3pp2n/4P3/3P4/P1N2N2/1PP2PPP/R1BQKB1R w KQ - 5 9,1.7800
r1bq1rk1/pppnbppp/3pp2B/4P3/3P4/P1N2N2/1PP2PPP/R2QKB1R b KQ - 0 9,2.0200
r1bq1rk1/pppnbppp/4p2B/4p3/3P4/P1N2N2/1PP2PPP/R2QKB1R w KQ - 0 10,3.8300
r1bq1rk1/pppnbppp/4p3/4p3/3P4/P1N2N2/1PPB1PPP/R2QKB1R b KQ - 1 10,3.6700
r1bq1rk1/pppnbppp/4p3/8/3p4/P1N2N2/1PPB1PPP/R2QKB1R w KQ - 0 11,3.0800
r1bq1rk1/pppnbppp/4p3/8/3pN3/P4N2/1PPB1PPP/R2QKB1R b KQ - 1 11,2.2900
r1bq1rk1/pppnbppp/8/4p3/3pN3/P4N2/1PPB1PPP/R2QKB1R w KQ - 0 12,2.2600
r1bq1rk1/pppnbppp/8/4p3/2BpN3/P4N2/1PPB1PPP/R2QK2R b KQ - 1 12,2.5000
r1bq1rk1/pp1nbppp/2p5/4p3/2BpN3/P4N2/1PPB1PPP/R2QK2R w KQ - 0 13,2.2600
r1bq1rk1/pp1nbppp/2p5/4p3/3pN3/P4N2/BPPB1PPP/R2QK2R b KQ - 1 13,2.0600
r1bq1rk1/pp2bppp/2p2n2/4p3/3pN3/P4N2/BPPB1PPP/R2QK2R w KQ - 2 14,2.4900
r1bq1rk1/pp2bppp/2p2n2/4p1N1/3p4/P4N2/BPPB1PPP/R2QK2R b KQ - 3 14,2.1600
r1bq1rk1/pp2bppp/2p5/3np1N1/3p4/P4N2/BPPB1PPP/R2QK2R w KQ - 4 15,2.0700
r1bq1rk1/pp2bppp/2p5/3np1N1/3p4/P4N2/BPPB1PPP/R2Q1RK1 b - - 5 15,2.2400
r1bq1r1k/pp2bppp/2p5/3np1N1/3p4/P4N2/BPPB1PPP/R2Q1RK1 w - - 6 16,2.3800
r1bq1r1k/pp2bppp/2p5/3np1N1/3p4/P4N2/BPPB1PPP/R2QR1K1 b - - 7 16,2.3800
r1bq1r1k/pp2bpp1/2p4p/3np1N1/3p4/P4N2/BPPB1PPP/R2QR1K1 w - - 0 17,3.1800
r1bq1r1k/pp2bpp1/2p4p/3np3/3p4/P4N1N/BPPB1PPP/R2QR1K1 b - - 1 17,2.8700
r1bq1r1k/pp3pp1/2pb3p/3np3/3p4/P4N1N/BPPB1PPP/R2QR1K1 w - - 2 18,3.2400
